pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
Complement	0.000800269564484879	0.040013478224244	0.921799358341948	3.84544142548359	37	103	h.all	Adrenocortical Carcinoma	C1R,SPOCK2,ADAM9
Coagulation	0.0137216640372	0.343041600930001	0.916154516567877	4.33540794621409	660	56	h.all	Adrenocortical Carcinoma	C1R,ADAM9
Estrogen_response_late	0.049449512425291	0.412079270210758	0.871740484322729	3.79948357625608	2357	88	h.all	Adrenocortical Carcinoma	MDK,ADD3,AFF1
Interferon_gamma_response	0.0342359562493363	0.412079270210758	0.817913005670572	3.15381832684652	1611	135	h.all	Adrenocortical Carcinoma	C1R,APOL6
Apical_junction	0.0461280167890871	0.412079270210758	0.868234687003702	3.75369320406365	2197	91	h.all	Adrenocortical Carcinoma	MDK,ACTB,ACTG1,ACTN1,ADAM15,ADAM9
MYC_targets_v1	0.0273388559567665	0.412079270210758	-0.786478923639577	-2.62222944370083	1461	179	h.all	Adrenocortical Carcinoma	IFRD1,PRPS2
Cholesterol_homeostasis	0.0600429911950725	0.428878508536232	0.873672801861002	4.1496354143879	2904	55	h.all	Adrenocortical Carcinoma	ALDOC,ACSS2,ABCA2
Hypoxia	0.136806857190995	0.440633670233849	0.703259437933045	2.90281155858844	6495	107	h.all	Adrenocortical Carcinoma	ALDOC,AMPD3,ANXA2
WNT_beta_catenin_signaling	0.13031941031941	0.440633670233849	-0.261162853091104	-1.16464725621003	6629	27	h.all	Adrenocortical Carcinoma	TP53,SKP2,PSEN2,PPARD,NUMB,NOTCH4,NOTCH1,NCSTN,MYC,MAML1,KAT2A,JAG1,HDAC5,HDAC11,GNAI1,DVL2,CUL1,CTNNB1,CCND2,AXIN1,ADAM17
Myogenesis	0.0714833269451897	0.440633670233849	-0.823829699920427	-3.38375623004635	3729	78	h.all	Adrenocortical Carcinoma	IFRD1
Hedgehog_signaling	0.0917756638921918	0.440633670233849	-0.405646086756943	-1.42731825565076	4630	10	h.all	Adrenocortical Carcinoma	TLE3,TLE1,PML,OPHN1,NF1,MYH9,LDB1
MTORC1_signaling	0.127462557873625	0.440633670233849	-0.703533322380986	-2.39381104826184	6799	166	h.all	Adrenocortical Carcinoma	IFRD1,CDC25A
Xenobiotic_metabolism	0.140339823157541	0.440633670233849	0.695821244313443	2.95169627541251	6681	97	h.all	Adrenocortical Carcinoma	NINJ1,ABHD6,ACO2,ACOX3,ADH5,ALAS1,ALDH2
UV_response_dn	0.136583030070868	0.440633670233849	-0.794525130745673	-3.31814341423789	7130	73	h.all	Adrenocortical Carcinoma	SIPA1L1
Bile_acid_metabolism	0.128280304750893	0.440633670233849	0.249955648594948	1.19300403314079	6212	52	h.all	Adrenocortical Carcinoma	ABCA2,ABCA5,ACSL5,AMACR,CAT,CROT,DHCR24,FDXR,GSTK1,HSD17B11,HSD17B4,HSD3B7,IDH1,IDH2,IDI1,ISOC1,LONP2,NPC1,PAOX,PEX11G,PEX12,PEX1,PFKM,PHYH,PXMP2,RBP1,RETSAT,RXRA,SCP2,SLC22A18,SLC23A2,SOD1
Pancreas_beta_cells	0.141002774474832	0.440633670233849	-0.368602249254074	-1.29697471912138	7114	10	h.all	Adrenocortical Carcinoma	SRP9,SEC11A,MAFB,LMO2,FOXO1,ELP4,STXBP1,SRPRB,SRP14,SPCS1
TNFA_signaling_via_NFKB	0.178447473122831	0.44247053044707	0.644773884884209	2.5816099141359	8431	119	h.all	Adrenocortical Carcinoma	NINJ1,ATF3,ATP2B1,B4GALT5,BCL3,BHLHE40,BTG2,BTG3
IL6_JAK_STAT3_signaling	0.164386932715378	0.44247053044707	0.204981948149695	0.98761355647005	8015	38	h.all	Adrenocortical Carcinoma	ACVR1B,CD14,CD44,IL10RB,IL1R1,IL2RG,IL4R,IRF1,IRF9,MYD88,PDGFC,PTPN1,SOCS3,STAT1,STAT2,STAT3,TGFB1,TLR2,TNFRSF1A,TNFRSF1B,PTPN2,BAK1,CBL,CD9,CSF1,CSF2RB,GRB2,HAX1,HMOX1,IFNAR1,IFNGR2,IL13RA1,IL17RA,JUN
Interferon_alpha_response	0.171035865728072	0.44247053044707	0.265391295828777	1.20557953242305	8187	72	h.all	Adrenocortical Carcinoma	BST2,C1S,CASP1,CD74,CMPK2,CNP,DDX60,DHX58,EIF2AK2,GBP2,GMPR,IFI30,IFI44,IFIH1,IFIT3,IFITM1,IFITM3,IL4R,IRF1,IRF7,IRF9,LAP3,LPAR6,LY6E,MOV10,MX1,NMI,OAS1,OGFR,PARP12,PARP14,PARP9,PNPT1,PROCR,PSMA3,PSMB9,PSME2,SAMD9,SAMD9L,SLC25A28,SP110,STAT2,TAP1,TDRD7,TRIM21,TRIM25,TRIM26,TRIM5,UBA7
ROS_pathway	0.185837622787769	0.44247053044707	0.195832373935068	0.943530437874185	9061	38	h.all	Adrenocortical Carcinoma	CAT,CDKN2D,FTL,G6PD,GLRX,GSR,HMOX2,JUNB,LSP1,MBP,NDUFA6,NDUFB4,NQO1,PDLIM1,PRDX1,PRDX2,PRDX4,PRDX6,PRNP
Peroxisome	0.161737715858847	0.44247053044707	0.243928549807039	1.12393686471607	7754	68	h.all	Adrenocortical Carcinoma	ACAA1,ACOT8,ACSL4,ACSL5,BCL10,CAT,CDK7,CLN6,CRAT,CTBP1,DHCR24,DHRS3,DLG4,EHHADH,ERCC3,FDPS,GSTK1,HSD17B11,HSD17B4,HSD3B7,IDH1,IDH2,IDI1,ISOC1,ITGB1BP1,LONP2,MSH2,MVP,NUDT19,PEX11B,PRDX1,RETSAT,SCP2,SIAH1,SLC23A2,SLC25A17,SLC25A4,SOD1,TSPO,HRAS,PEX2,HMGCL,PEX14,ABCB9,ABCC5,ABCD1,ABCD3,ACOX1,ACSL1,ALDH9A1
P53_pathway	0.205585642986089	0.467240097695657	0.613951043301152	2.36735452147778	9679	135	h.all	Adrenocortical Carcinoma	NINJ1,ABHD4,ACVR1B,ADA
